"n","scheme","nu","p","q","test","power","se","crit","R0","R1"
100,"fourth root",0.9,3,1,"MIC",0.3897,0.00487682181343547,0.298390235778105,10000,10000
100,"fourth root",1,3,3,"B_n",0.5432,0.00498130264087618,16.9957766093226,10000,10000
100,"fourth root",1,3,3,"P_n",0.538,0.004985539088203,16.810367373322,10000,10000
100,"fourth root",1,3,3,"Hoeffding",0.7727,0.00419087950196614,0.00975397383258208,10000,10000
100,"fourth root",1,3,3,"dCov",0.7974,0.00401936860713222,0.234952105564472,10000,10000
100,"fourth root",1,3,3,"HHG",0.6064,0.00488547889157245,14107.1027927907,10000,10000
100,"fourth root",1,3,3,"Genest",0.776,0.00416922055065452,0.0579352949999998,10000,10000
100,"fourth root",1,3,3,"MIC",0.3135,0.00463915671216224,0.298425855818671,10000,10000
100,"fourth root",1,3,1,"B_n",0.7219,0.00448062930847889,7.80542263759398,10000,10000
100,"fourth root",1,3,1,"P_n",0.7219,0.00448062930847889,7.7700442620682,10000,10000
100,"fourth root",1,3,1,"Hoeffding",0.787,0.00409427649286171,0.00957641253158558,10000,10000
100,"fourth root",1,3,1,"dCov",0.8091,0.00393010419709198,0.235002509684046,10000,10000
100,"fourth root",1,3,1,"HHG",0.619,0.00485632577160964,14101.77491043,10000,10000
100,"fourth root",1,3,1,"Genest",0.7922,0.00405732867783718,0.0577121490000024,10000,10000
100,"fourth root",1,3,1,"MIC",0.307,0.00461249390243499,0.299644076345019,10000,10000
100,"fourth root",1.1,3,3,"B_n",0.448,0.00497288648573442,17.1881778870307,10000,10000
100,"fourth root",1.1,3,3,"P_n",0.4451,0.00496976850567509,16.9997146154259,10000,10000
100,"fourth root",1.1,3,3,"Hoeffding",0.7161,0.00450888888751985,0.0092214207613692,10000,10000
100,"fourth root",1.1,3,3,"dCov",0.7473,0.00434560364046239,0.231294508903245,10000,10000
100,"fourth root",1.1,3,3,"HHG",0.5383,0.00498530951897673,14022.1639786641,10000,10000
100,"fourth root",1.1,3,3,"Genest",0.7291,0.00444424560527431,0.0560116869999978,10000,10000
100,"fourth root",1.1,3,3,"MIC",0.2563,0.00436589406651146,0.299040325420813,10000,10000
100,"fourth root",1.1,3,1,"B_n",0.6366,0.00480978627383795,7.71661965408858,10000,10000
100,"fourth root",1.1,3,1,"P_n",0.6366,0.00480978627383795,7.68513167283703,10000,10000
100,"fourth root",1.1,3,1,"Hoeffding",0.7139,0.00451936710170794,0.00945927027480783,10000,10000
100,"fourth root",1.1,3,1,"dCov",0.7387,0.00439343043645851,0.232666954405182,10000,10000
100,"fourth root",1.1,3,1,"HHG",0.5359,0.00498709524673431,14098.2744955374,10000,10000
100,"fourth root",1.1,3,1,"Genest",0.7221,0.00447963826664609,0.0567058010000003,10000,10000
100,"fourth root",1.1,3,1,"MIC",0.241,0.0042769030851774,0.301014889625003,10000,10000
100,"fourth root",1.2,3,3,"B_n",0.3905,0.00487862429379431,16.7788313953436,10000,10000
100,"fourth root",1.2,3,3,"P_n",0.3863,0.00486900718832905,16.6460639111237,10000,10000
100,"fourth root",1.2,3,3,"Hoeffding",0.632,0.00482261339939249,0.00964425445279642,10000,10000
100,"fourth root",1.2,3,3,"dCov",0.6582,0.00474312934674989,0.234522999490496,10000,10000
100,"fourth root",1.2,3,3,"HHG",0.459,0.00498316164698678,14080.327541289,10000,10000
100,"fourth root",1.2,3,3,"Genest",0.6363,0.00481063727587105,0.0577323599999941,10000,10000
100,"fourth root",1.2,3,3,"MIC",0.2185,0.00413228447713852,0.298642367310943,10000,10000
100,"fourth root",1.2,3,1,"B_n",0.5663,0.00495584816151585,7.67199052997084,10000,10000
100,"fourth root",1.2,3,1,"P_n",0.5663,0.00495584816151585,7.64242820766822,10000,10000
100,"fourth root",1.2,3,1,"Hoeffding",0.6384,0.00480463775949863,0.00956123206077182,10000,10000
100,"fourth root",1.2,3,1,"dCov",0.6633,0.0047258132633442,0.233602195562171,10000,10000
100,"fourth root",1.2,3,1,"HHG",0.4616,0.00498523259236718,14149.9645147239,10000,10000
100,"fourth root",1.2,3,1,"Genest",0.6517,0.00476431642525977,0.0567928919999879,10000,10000
100,"fourth root",1.2,3,1,"MIC",0.2165,0.00411858895739791,0.300242890169184,10000,10000
100,"fourth root",1.3,3,3,"B_n",0.3298,0.00470140362019685,16.9618656002039,10000,10000
100,"fourth root",1.3,3,3,"P_n",0.3267,0.00469006513814041,16.7709410354138,10000,10000
100,"fourth root",1.3,3,3,"Hoeffding",0.5702,0.00495047432070908,0.00974981975764376,10000,10000
100,"fourth root",1.3,3,3,"dCov",0.5943,0.00491026995184582,0.23517798875474,10000,10000
100,"fourth root",1.3,3,3,"HHG",0.4155,0.00492808025502832,14044.7089901583,10000,10000
100,"fourth root",1.3,3,3,"Genest",0.5774,0.00493972914237208,0.058231482999994,10000,10000
100,"fourth root",1.3,3,3,"MIC",0.1875,0.003903123748999,0.299081821220961,10000,10000
100,"fourth root",1.3,3,1,"B_n",0.4793,0.00499571326238806,7.87330928791672,10000,10000
100,"fourth root",1.3,3,1,"P_n",0.4793,0.00499571326238806,7.83490416984372,10000,10000
100,"fourth root",1.3,3,1,"Hoeffding",0.5567,0.00496774707488213,0.00979059012702238,10000,10000
100,"fourth root",1.3,3,1,"dCov",0.5899,0.00491851593471039,0.233924730785781,10000,10000
100,"fourth root",1.3,3,1,"HHG",0.3988,0.00489651467883024,14090.0788661425,10000,10000
100,"fourth root",1.3,3,1,"Genest",0.5606,0.00496314053800615,0.0584089659999994,10000,10000
100,"fourth root",1.3,3,1,"MIC",0.1876,0.00390392417959161,0.299454831220163,10000,10000
100,"fourth root",1.4,3,3,"B_n",0.2885,0.00453064840834069,16.7921441713515,10000,10000
100,"fourth root",1.4,3,3,"P_n",0.2855,0.00451652244542192,16.6514563366708,10000,10000
100,"fourth root",1.4,3,3,"Hoeffding",0.497,0.00499990999918999,0.00979348303676359,10000,10000
100,"fourth root",1.4,3,3,"dCov",0.5276,0.0049923765883595,0.234508924313868,10000,10000
100,"fourth root",1.4,3,3,"HHG",0.348,0.00476336015854355,14089.8952946444,10000,10000
100,"fourth root",1.4,3,3,"Genest",0.5062,0.00499961558522253,0.0580489359999911,10000,10000
100,"fourth root",1.4,3,3,"MIC",0.1671,0.00373065128362328,0.300229726905369,10000,10000
100,"fourth root",1.4,3,1,"B_n",0.4027,0.00490441342058355,7.86892755594935,10000,10000
100,"fourth root",1.4,3,1,"P_n",0.4027,0.00490441342058355,7.83071917685992,10000,10000
100,"fourth root",1.4,3,1,"Hoeffding",0.4889,0.00499876774815554,0.00982564573783274,10000,10000
100,"fourth root",1.4,3,1,"dCov",0.5177,0.00499686611787829,0.234318102531743,10000,10000
100,"fourth root",1.4,3,1,"HHG",0.346,0.00475693178424917,14109.7396862503,10000,10000
100,"fourth root",1.4,3,1,"Genest",0.4974,0.00499993239954302,0.0578533659999982,10000,10000
100,"fourth root",1.4,3,1,"MIC",0.1717,0.00377119490347556,0.298490810410432,10000,10000
100,"fourth root",1.5,3,3,"B_n",0.249,0.00432433809964022,16.9046602436264,10000,10000
100,"fourth root",1.5,3,3,"P_n",0.249,0.00432433809964022,16.7185722165531,10000,10000
100,"fourth root",1.5,3,3,"Hoeffding",0.444,0.00496854103334168,0.00988555473735885,10000,10000
100,"fourth root",1.5,3,3,"dCov",0.4746,0.00499354423230635,0.234037242834681,10000,10000
100,"fourth root",1.5,3,3,"HHG",0.3103,0.0046261637454807,14063.2323518211,10000,10000
100,"fourth root",1.5,3,3,"Genest",0.4494,0.00497433050771659,0.058621076999997,10000,10000
100,"fourth root",1.5,3,3,"MIC",0.1497,0.00356777115297492,0.299438902004268,10000,10000
100,"fourth root",1.5,3,1,"B_n",0.3683,0.00482343352810008,7.8331050420856,10000,10000
100,"fourth root",1.5,3,1,"P_n",0.3683,0.00482343352810008,7.79649795153346,10000,10000
100,"fourth root",1.5,3,1,"Hoeffding",0.4487,0.00497361347513053,0.0096271892074543,10000,10000
100,"fourth root",1.5,3,1,"dCov",0.4707,0.00499140771726774,0.234112234853568,10000,10000
100,"fourth root",1.5,3,1,"HHG",0.3058,0.00460745439478244,14108.3579418146,10000,10000
100,"fourth root",1.5,3,1,"Genest",0.452,0.00497690666981007,0.0578957639999978,10000,10000
100,"fourth root",1.5,3,1,"MIC",0.1441,0.00351191101823494,0.29938223336382,10000,10000
100,"fourth root",1.6,3,3,"B_n",0.2356,0.0042437323195508,16.7961546445515,10000,10000
100,"fourth root",1.6,3,3,"P_n",0.2355,0.00424310911950188,16.6149090499178,10000,10000
100,"fourth root",1.6,3,3,"Hoeffding",0.4107,0.00491960882591289,0.00956539144867569,10000,10000
100,"fourth root",1.6,3,3,"dCov",0.4416,0.00496577728054733,0.23195199572874,10000,10000
100,"fourth root",1.6,3,3,"HHG",0.2857,0.0045174717486665,14062.2224162416,10000,10000
100,"fourth root",1.6,3,3,"Genest",0.4238,0.00494159447951772,0.0566260489999987,10000,10000
100,"fourth root",1.6,3,3,"MIC",0.1391,0.0034605084886473,0.300409292345592,10000,10000
100,"fourth root",1.6,3,1,"B_n",0.3321,0.00470966654870597,7.7820276979647,10000,10000
100,"fourth root",1.6,3,1,"P_n",0.3321,0.00470966654870597,7.74768182084045,10000,10000
100,"fourth root",1.6,3,1,"Hoeffding",0.4098,0.00491796665299796,0.00963553454808975,10000,10000
100,"fourth root",1.6,3,1,"dCov",0.4382,0.00496166060911062,0.232086655572259,10000,10000
100,"fourth root",1.6,3,1,"HHG",0.2661,0.00441917175497853,14196.10850068,10000,10000
100,"fourth root",1.6,3,1,"Genest",0.4223,0.00493925814267689,0.0570170540000021,10000,10000
100,"fourth root",1.6,3,1,"MIC",0.1293,0.00335531682557698,0.299270238853667,10000,10000
100,"fourth root",1.7,3,3,"B_n",0.202,0.00401492216611979,16.7938493888059,10000,10000
100,"fourth root",1.7,3,3,"P_n",0.202,0.00401492216611979,16.6519984935467,10000,10000
100,"fourth root",1.7,3,3,"Hoeffding",0.3714,0.00483179097230002,0.00948240757565131,10000,10000
100,"fourth root",1.7,3,3,"dCov",0.3906,0.00487884863466781,0.232723600989038,10000,10000
100,"fourth root",1.7,3,3,"HHG",0.2578,0.00437423318994312,13995.2932650696,10000,10000
100,"fourth root",1.7,3,3,"Genest",0.3809,0.00485608062124179,0.0569015589999985,10000,10000
100,"fourth root",1.7,3,3,"MIC",0.1231,0.00328551959361073,0.29930505573896,10000,10000
100,"fourth root",1.7,3,1,"B_n",0.3128,0.00463633648476898,7.49624680413353,10000,10000
100,"fourth root",1.7,3,1,"P_n",0.3128,0.00463633648476898,7.47407531093874,10000,10000
100,"fourth root",1.7,3,1,"Hoeffding",0.3844,0.00486453122099139,0.00896538098213355,10000,10000
100,"fourth root",1.7,3,1,"dCov",0.4021,0.00490321924861616,0.230147816231208,10000,10000
100,"fourth root",1.7,3,1,"HHG",0.2584,0.00437754999971445,13923.1646140388,10000,10000
100,"fourth root",1.7,3,1,"Genest",0.3939,0.00488613129172764,0.0552158159999975,10000,10000
100,"fourth root",1.7,3,1,"MIC",0.1219,0.00327170276767313,0.299777036334768,10000,10000
100,"fourth root",1.8,3,3,"B_n",0.1818,0.00385679607964953,16.8776499516275,10000,10000
100,"fourth root",1.8,3,3,"P_n",0.1802,0.00384353951456207,16.7248565641164,10000,10000
100,"fourth root",1.8,3,3,"Hoeffding",0.3348,0.00471920501779696,0.00967855230189545,10000,10000
100,"fourth root",1.8,3,3,"dCov",0.3515,0.00477438739525816,0.233958486484577,10000,10000
100,"fourth root",1.8,3,3,"HHG",0.2229,0.00416191770701921,14094.5855334386,10000,10000
100,"fourth root",1.8,3,3,"Genest",0.3401,0.00473742535561248,0.0576347239999992,10000,10000
100,"fourth root",1.8,3,3,"MIC",0.1067,0.00308731452884218,0.301095601150194,10000,10000
100,"fourth root",1.8,3,1,"B_n",0.2595,0.0043836029701605,7.88803885342216,10000,10000
100,"fourth root",1.8,3,1,"P_n",0.2595,0.0043836029701605,7.84897099160291,10000,10000
100,"fourth root",1.8,3,1,"Hoeffding",0.3242,0.004680751649041,0.0100834892688722,10000,10000
100,"fourth root",1.8,3,1,"dCov",0.3418,0.00474312934674989,0.236713643092753,10000,10000
100,"fourth root",1.8,3,1,"HHG",0.2164,0.00411790043590177,14286.8132622775,10000,10000
100,"fourth root",1.8,3,1,"Genest",0.333,0.0047128653704514,0.0587479370000044,10000,10000
100,"fourth root",1.8,3,1,"MIC",0.104,0.00305260544453423,0.302351777815249,10000,10000
100,"fourth root",1.9,3,3,"B_n",0.1625,0.00368908864084343,16.8560593812803,10000,10000
100,"fourth root",1.9,3,3,"P_n",0.1616,0.00368083468794783,16.7115897174291,10000,10000
100,"fourth root",1.9,3,3,"Hoeffding",0.2934,0.00455320151102496,0.00994713798515344,10000,10000
100,"fourth root",1.9,3,3,"dCov",0.3147,0.00464396285514861,0.234896137256003,10000,10000
100,"fourth root",1.9,3,3,"HHG",0.1997,0.00399774824119779,14177.8173691482,10000,10000
100,"fourth root",1.9,3,3,"Genest",0.3,0.00458257569495584,0.0584094010000014,10000,10000
100,"fourth root",1.9,3,3,"MIC",0.1021,0.00302779771451132,0.299894201908333,10000,10000
100,"fourth root",1.9,3,1,"B_n",0.232,0.00422108990664733,7.92848850827096,10000,10000
100,"fourth root",1.9,3,1,"P_n",0.232,0.00422108990664733,7.88758960229306,10000,10000
100,"fourth root",1.9,3,1,"Hoeffding",0.2967,0.00456803141407762,0.00996889125847152,10000,10000
100,"fourth root",1.9,3,1,"dCov",0.3101,0.00462534312240724,0.236101769744065,10000,10000
100,"fourth root",1.9,3,1,"HHG",0.1914,0.00393403151995507,14366.0124081685,10000,10000
100,"fourth root",1.9,3,1,"Genest",0.2997,0.00458126521825576,0.0586471459999975,10000,10000
100,"fourth root",1.9,3,1,"MIC",0.1054,0.0030706813576143,0.299334945100402,10000,10000
100,"fourth root",2,3,3,"B_n",0.147,0.00354105916358369,16.9324942994703,10000,10000
100,"fourth root",2,3,3,"P_n",0.1445,0.00351596003959089,16.8028842751405,10000,10000
100,"fourth root",2,3,3,"Hoeffding",0.2704,0.00444166455284503,0.0100775394115784,10000,10000
100,"fourth root",2,3,3,"dCov",0.2941,0.0045563712535306,0.23440610699521,10000,10000
100,"fourth root",2,3,3,"HHG",0.1738,0.00378937409079653,14223.0939347071,10000,10000
100,"fourth root",2,3,3,"Genest",0.2781,0.00448062930847889,0.0588036390000035,10000,10000
100,"fourth root",2,3,3,"MIC",0.1014,0.00301857648569653,0.298718720942769,10000,10000
100,"fourth root",2,3,1,"B_n",0.2419,0.00428234036480054,7.5749529051241,10000,10000
100,"fourth root",2,3,1,"P_n",0.2419,0.00428234036480054,7.54950937959819,10000,10000
100,"fourth root",2,3,1,"Hoeffding",0.2794,0.00448704401583047,0.00980774502865813,10000,10000
100,"fourth root",2,3,1,"dCov",0.2966,0.00456758623344979,0.233971270793108,10000,10000
100,"fourth root",2,3,1,"HHG",0.1881,0.00390792003500583,14113.246333024,10000,10000
100,"fourth root",2,3,1,"Genest",0.2825,0.00450215226308485,0.0580788749999989,10000,10000
100,"fourth root",2,3,1,"MIC",0.0992,0.0029893035978301,0.298586326696335,10000,10000
100,"circle",0.1,3,3,"B_n",1,0,16.7134392604624,10000,10000
100,"circle",0.1,3,3,"P_n",1,0,16.5748333577753,10000,10000
100,"circle",0.1,3,3,"Hoeffding",1,0,0.00987364970980582,10000,10000
100,"circle",0.1,3,3,"dCov",0.2059,0.00404357750018471,0.220340129178465,10000,10000
100,"circle",0.1,3,3,"HHG",1,0,14938.8924995842,10000,10000
100,"circle",0.1,3,3,"Genest",0.9992,0.000282729552753161,0.0581164779999856,10000,10000
100,"circle",0.1,3,3,"MIC",1,0,0.299363686633858,10000,10000
100,"circle",0.2,3,3,"B_n",1,0,17.1440434594764,10000,10000
100,"circle",0.2,3,3,"P_n",1,0,16.9564903617131,10000,10000
100,"circle",0.2,3,3,"Hoeffding",0.9997,0.000173179098045915,0.00922075464831356,10000,10000
100,"circle",0.2,3,3,"dCov",0.1896,0.00391984489489061,0.2166520655183,10000,10000
100,"circle",0.2,3,3,"HHG",1,0,14751.3340815423,10000,10000
100,"circle",0.2,3,3,"Genest",0.9245,0.00264196423140057,0.0561722499999977,10000,10000
100,"circle",0.2,3,3,"MIC",0.9998,0.0001414072133945,0.301669442200291,10000,10000
100,"circle",0.3,3,3,"B_n",1,0,17.0171957329952,10000,10000
100,"circle",0.3,3,3,"P_n",1,0,16.8367570246822,10000,10000
100,"circle",0.3,3,3,"Hoeffding",0.9498,0.00218357413430367,0.0094002140062523,10000,10000
100,"circle",0.3,3,3,"dCov",0.1464,0.00353506775041158,0.219401618624764,10000,10000
100,"circle",0.3,3,3,"HHG",0.9997,0.000173179098045915,14860.7539930628,10000,10000
100,"circle",0.3,3,3,"Genest",0.5324,0.0049894913568419,0.0571169400000021,10000,10000
100,"circle",0.3,3,3,"MIC",0.9558,0.00205539193342778,0.298705095381167,10000,10000
100,"circle",0.4,3,3,"B_n",1,0,17.0044547963171,10000,10000
100,"circle",0.4,3,3,"P_n",1,0,16.872862509925,10000,10000
100,"circle",0.4,3,3,"Hoeffding",0.6031,0.00489254933546919,0.0099782586808544,10000,10000
100,"circle",0.4,3,3,"dCov",0.1093,0.00312015240012407,0.223855742362148,10000,10000
100,"circle",0.4,3,3,"HHG",0.9897,0.00100964894889263,14916.3855110007,10000,10000
100,"circle",0.4,3,3,"Genest",0.2476,0.0043161816458532,0.0587307590000004,10000,10000
100,"circle",0.4,3,3,"MIC",0.6588,0.00474112391738499,0.299972653373643,10000,10000
100,"circle",0.5,3,3,"B_n",0.9987,0.00036032069049667,17.0414331816279,10000,10000
100,"circle",0.5,3,3,"P_n",0.9984,0.000399679871897503,16.857684633634,10000,10000
100,"circle",0.5,3,3,"Hoeffding",0.3432,0.00474777590035587,0.00933988461832717,10000,10000
100,"circle",0.5,3,3,"dCov",0.0963,0.00295002220330627,0.224711804361132,10000,10000
100,"circle",0.5,3,3,"HHG",0.9362,0.00244396317484532,14676.0080382744,10000,10000
100,"circle",0.5,3,3,"Genest",0.1732,0.00378420084033604,0.0572786669999902,10000,10000
100,"circle",0.5,3,3,"MIC",0.3276,0.00469338087097137,0.299813383306553,10000,10000
100,"circle",0.6,3,3,"B_n",0.984,0.00125475097130865,16.8423617464295,10000,10000
100,"circle",0.6,3,3,"P_n",0.9826,0.001307564147566,16.6912961366666,10000,10000
100,"circle",0.6,3,3,"Hoeffding",0.1698,0.00375457001532799,0.00942450886946469,10000,10000
100,"circle",0.6,3,3,"dCov",0.0785,0.00268956780914704,0.225362493193738,10000,10000
100,"circle",0.6,3,3,"HHG",0.8354,0.00370819147294203,14526.7630725292,10000,10000
100,"circle",0.6,3,3,"Genest",0.1118,0.00315120231023018,0.0575404169999953,10000,10000
100,"circle",0.6,3,3,"MIC",0.1689,0.00374663569085653,0.30023739378931,10000,10000
100,"circle",0.7,3,3,"B_n",0.932,0.00251745903640953,17.0374818281439,10000,10000
100,"circle",0.7,3,3,"P_n",0.9272,0.00259807929055293,16.8545995443621,10000,10000
100,"circle",0.7,3,3,"Hoeffding",0.0872,0.00282127914251674,0.00988147637217961,10000,10000
100,"circle",0.7,3,3,"dCov",0.0717,0.0025799052308176,0.227449449229314,10000,10000
100,"circle",0.7,3,3,"HHG",0.6902,0.00462411029280228,14701.1221020777,10000,10000
100,"circle",0.7,3,3,"Genest",0.0833,0.00276335140725895,0.0580575269999884,10000,10000
100,"circle",0.7,3,3,"MIC",0.1038,0.00305000918031405,0.298484294740974,10000,10000
100,"circle",0.8,3,3,"B_n",0.8423,0.00364459476485384,16.8148552680346,10000,10000
100,"circle",0.8,3,3,"P_n",0.8339,0.00372170377649807,16.6493847841642,10000,10000
100,"circle",0.8,3,3,"Hoeffding",0.0755,0.00264196423140057,0.00944751201792806,10000,10000
100,"circle",0.8,3,3,"dCov",0.0715,0.0025765820382825,0.226028071767718,10000,10000
100,"circle",0.8,3,3,"HHG",0.6073,0.00488351011056596,14275.2807964342,10000,10000
100,"circle",0.8,3,3,"Genest",0.079,0.0026973876250921,0.0569523769999992,10000,10000
100,"circle",0.8,3,3,"MIC",0.0765,0.00265796444671482,0.299159514548109,10000,10000
100,"circle",0.9,3,3,"B_n",0.72,0.00448998886412873,16.9725606539208,10000,10000
100,"circle",0.9,3,3,"P_n",0.7108,0.00453390957121996,16.8017809852257,10000,10000
100,"circle",0.9,3,3,"Hoeffding",0.0557,0.00229341470301383,0.00965229695439563,10000,10000
100,"circle",0.9,3,3,"dCov",0.0635,0.00243860103337959,0.228144310104506,10000,10000
100,"circle",0.9,3,3,"HHG",0.4927,0.00499946707159873,14382.6777133088,10000,10000
100,"circle",0.9,3,3,"Genest",0.0677,0.00251230392269725,0.0573240350000043,10000,10000
100,"circle",0.9,3,3,"MIC",0.0706,0.00256155499648163,0.297441579658337,10000,10000
100,"circle",1,3,3,"B_n",0.5998,0.0048993873086336,16.7462521941318,10000,10000
100,"circle",1,3,3,"P_n",0.591,0.00491649265228781,16.5763508190082,10000,10000
100,"circle",1,3,3,"Hoeffding",0.0411,0.00198521510169553,0.00990605680729024,10000,10000
100,"circle",1,3,3,"dCov",0.0546,0.00227197799285116,0.231763298077385,10000,10000
100,"circle",1,3,3,"HHG",0.385,0.00486595314404074,14369.6837078465,10000,10000
100,"circle",1,3,3,"Genest",0.056,0.00229921725811199,0.0586124780000023,10000,10000
100,"circle",1,3,3,"MIC",0.0532,0.00224432083267968,0.300661951968794,10000,10000
100,"circle",1.1,3,3,"B_n",0.4751,0.00499379605110181,16.8176672619465,10000,10000
100,"circle",1.1,3,3,"P_n",0.4676,0.0049894913568419,16.6549627159593,10000,10000
100,"circle",1.1,3,3,"Hoeffding",0.0443,0.00205760807735584,0.0096372260634963,10000,10000
100,"circle",1.1,3,3,"dCov",0.0531,0.0022423289232403,0.230273560674374,10000,10000
100,"circle",1.1,3,3,"HHG",0.3323,0.00471037907179454,14149.0213894426,10000,10000
100,"circle",1.1,3,3,"Genest",0.0558,0.00229535095355808,0.0575710189999983,10000,10000
100,"circle",1.1,3,3,"MIC",0.0579,0.00233554254938762,0.300028376122464,10000,10000
100,"circle",1.2,3,3,"B_n",0.3646,0.00481317816001029,16.9180642547314,10000,10000
100,"circle",1.2,3,3,"P_n",0.3589,0.00479677798110357,16.7540317564109,10000,10000
100,"circle",1.2,3,3,"Hoeffding",0.0419,0.00200360649829252,0.00936274099611728,10000,10000
100,"circle",1.2,3,3,"dCov",0.049,0.0021586801523153,0.230407456906896,10000,10000
100,"circle",1.2,3,3,"HHG",0.2599,0.00438579513885453,14247.4874912017,10000,10000
100,"circle",1.2,3,3,"Genest",0.0503,0.0021856328602947,0.0573689999999949,10000,10000
100,"circle",1.2,3,3,"MIC",0.0578,0.00233364864536202,0.298167323393465,10000,10000
100,"circle",1.3,3,3,"B_n",0.2741,0.00446059626059118,17.1189828290143,10000,10000
100,"circle",1.3,3,3,"P_n",0.2689,0.00443387855043415,16.9378356372237,10000,10000
100,"circle",1.3,3,3,"Hoeffding",0.0424,0.00201499975186103,0.00938019475206512,10000,10000
100,"circle",1.3,3,3,"dCov",0.0534,0.0022482980229498,0.228752933042983,10000,10000
100,"circle",1.3,3,3,"HHG",0.2124,0.00409006405817806,14167.155530341,10000,10000
100,"circle",1.3,3,3,"Genest",0.0502,0.00218357413430366,0.0575139440000007,10000,10000
100,"circle",1.3,3,3,"MIC",0.0526,0.00223233599621562,0.298912325568751,10000,10000
100,"circle",1.4,3,3,"B_n",0.2188,0.00413432654733513,16.9805260135895,10000,10000
100,"circle",1.4,3,3,"P_n",0.2166,0.00411927712104927,16.7891267817768,10000,10000
100,"circle",1.4,3,3,"Hoeffding",0.0395,0.00194781287602275,0.009796717968662,10000,10000
100,"circle",1.4,3,3,"dCov",0.0426,0.00201953559017909,0.233775784724347,10000,10000
100,"circle",1.4,3,3,"HHG",0.1761,0.00380905224432535,14157.4111775649,10000,10000
100,"circle",1.4,3,3,"Genest",0.0451,0.00207523468552354,0.0583266170000061,10000,10000
100,"circle",1.4,3,3,"MIC",0.0535,0.00225028331549607,0.298425936359096,10000,10000
100,"circle",1.5,3,3,"B_n",0.1844,0.00387810056599877,16.8126853511359,10000,10000
100,"circle",1.5,3,3,"P_n",0.1849,0.00388216421600117,16.6172768119077,10000,10000
100,"circle",1.5,3,3,"Hoeffding",0.042,0.0020058913230781,0.00971502913099009,10000,10000
100,"circle",1.5,3,3,"dCov",0.0475,0.00212705782714058,0.232943650556224,10000,10000
100,"circle",1.5,3,3,"HHG",0.1503,0.00357365233339786,14186.7057805654,10000,10000
100,"circle",1.5,3,3,"Genest",0.0504,0.00218768919181862,0.0582474130000008,10000,10000
100,"circle",1.5,3,3,"MIC",0.0518,0.00221623013245466,0.300819106502037,10000,10000
100,"circle",1.6,3,3,"B_n",0.1518,0.00358826922066893,16.748372283134,10000,10000
100,"circle",1.6,3,3,"P_n",0.1495,0.00356580636041836,16.6166688503514,10000,10000
100,"circle",1.6,3,3,"Hoeffding",0.0409,0.0019805855194866,0.00944766343744619,10000,10000
100,"circle",1.6,3,3,"dCov",0.0482,0.00214188608473934,0.229987634222627,10000,10000
100,"circle",1.6,3,3,"HHG",0.132,0.0033849076796864,14015.1763929797,10000,10000
100,"circle",1.6,3,3,"Genest",0.0496,0.00217117111255654,0.0566117170000022,10000,10000
100,"circle",1.6,3,3,"MIC",0.0522,0.00222430123859157,0.297959442529736,10000,10000
100,"circle",1.7,3,3,"B_n",0.1347,0.00341402855875577,16.524690970275,10000,10000
100,"circle",1.7,3,3,"P_n",0.134,0.00340652315418522,16.3841637572956,10000,10000
100,"circle",1.7,3,3,"Hoeffding",0.0403,0.00196661918021766,0.00970124198539145,10000,10000
100,"circle",1.7,3,3,"dCov",0.0473,0.00212279791784334,0.231892866915464,10000,10000
100,"circle",1.7,3,3,"HHG",0.1088,0.00311388117949288,14129.0013292396,10000,10000
100,"circle",1.7,3,3,"Genest",0.0473,0.00212279791784334,0.0580442779999981,10000,10000
100,"circle",1.7,3,3,"MIC",0.0459,0.00209268225012781,0.29961769853094,10000,10000
100,"circle",1.8,3,3,"B_n",0.1068,0.00308858802691456,16.9007172684315,10000,10000
100,"circle",1.8,3,3,"P_n",0.1054,0.0030706813576143,16.7848572878952,10000,10000
100,"circle",1.8,3,3,"Hoeffding",0.0389,0.00193356639399841,0.00974283121558525,10000,10000
100,"circle",1.8,3,3,"dCov",0.0434,0.00203755834272298,0.233298021144437,10000,10000
100,"circle",1.8,3,3,"HHG",0.0974,0.00296501669472534,14138.7299199308,10000,10000
100,"circle",1.8,3,3,"Genest",0.0444,0.00205982135147687,0.0579074140000067,10000,10000
100,"circle",1.8,3,3,"MIC",0.0542,0.00226411925480969,0.299163401016383,10000,10000
100,"circle",1.9,3,3,"B_n",0.0859,0.00280216327147438,17.0544158444,10000,10000
100,"circle",1.9,3,3,"P_n",0.0861,0.00280511657511769,16.8696829945142,10000,10000
100,"circle",1.9,3,3,"Hoeffding",0.0391,0.00193832891945614,0.010107432148117,10000,10000
100,"circle",1.9,3,3,"dCov",0.043,0.00202857092555326,0.234270074088589,10000,10000
100,"circle",1.9,3,3,"HHG",0.0848,0.00278583847342232,14169.5351435712,10000,10000
100,"circle",1.9,3,3,"Genest",0.0436,0.0020420342798298,0.0587424669999986,10000,10000
100,"circle",1.9,3,3,"MIC",0.0484,0.00214609971809327,0.298816907767775,10000,10000
100,"circle",2,3,3,"B_n",0.0845,0.00278136207639351,16.8217079785567,10000,10000
100,"circle",2,3,3,"P_n",0.0828,0.00275579679947561,16.7055156657444,10000,10000
100,"circle",2,3,3,"Hoeffding",0.041,0.00198290191386261,0.00964444505543548,10000,10000
