"n","scheme","nu","p","q","test","power","se","crit","R0","R1"
200,"fourth root",0.2,4,1,"Genest",1,0,0.0574408820763824,10000,10000
200,"fourth root",0.2,4,1,"MIC",1,0,0.261020842717911,10000,10000
200,"fourth root",0.3,4,4,"B_n",1,0,26.3026540069635,10000,10000
200,"fourth root",0.3,4,4,"P_n",1,0,26.2090205767384,10000,10000
200,"fourth root",0.3,4,4,"Hoeffding",1,0,0.00494548186941444,10000,10000
200,"fourth root",0.3,4,4,"dCov",1,0,0.166840131549555,10000,10000
200,"fourth root",0.3,4,4,"HHG",1,0,57282.1817741872,10000,10000
200,"fourth root",0.3,4,4,"Genest",1,0,0.0590226816388812,10000,10000
200,"fourth root",0.3,4,4,"MIC",1,0,0.261113090554119,10000,10000
200,"fourth root",0.3,4,1,"B_n",1,0,9.37391254304811,10000,10000
200,"fourth root",0.3,4,1,"P_n",1,0,9.34008673503676,10000,10000
200,"fourth root",0.3,4,1,"Hoeffding",1,0,0.00483826354444401,10000,10000
200,"fourth root",0.3,4,1,"dCov",1,0,0.166753612340417,10000,10000
200,"fourth root",0.3,4,1,"HHG",1,0,57228.21654851,10000,10000
200,"fourth root",0.3,4,1,"Genest",1,0,0.0590363210763795,10000,10000
200,"fourth root",0.3,4,1,"MIC",1,0,0.261286536132215,10000,10000
200,"fourth root",0.4,4,4,"B_n",1,0,26.3341188139695,10000,10000
200,"fourth root",0.4,4,4,"P_n",1,0,26.2014250520069,10000,10000
200,"fourth root",0.4,4,4,"Hoeffding",1,0,0.00485694372477362,10000,10000
200,"fourth root",0.4,4,4,"dCov",1,0,0.167018245392762,10000,10000
200,"fourth root",0.4,4,4,"HHG",1,0,56673.7052394912,10000,10000
200,"fourth root",0.4,4,4,"Genest",1,0,0.0586634182638959,10000,10000
200,"fourth root",0.4,4,4,"MIC",0.9998,0.0001414072133945,0.261760318917993,10000,10000
200,"fourth root",0.4,4,1,"B_n",1,0,9.43865432859978,10000,10000
200,"fourth root",0.4,4,1,"P_n",1,0,9.40305420788022,10000,10000
200,"fourth root",0.4,4,1,"Hoeffding",1,0,0.00467191621995281,10000,10000
200,"fourth root",0.4,4,1,"dCov",1,0,0.165989750633865,10000,10000
200,"fourth root",0.4,4,1,"HHG",1,0,56735.5229586721,10000,10000
200,"fourth root",0.4,4,1,"Genest",1,0,0.0575399578263953,10000,10000
200,"fourth root",0.4,4,1,"MIC",1,0,0.261002487793111,10000,10000
200,"fourth root",0.5,4,4,"B_n",1,0,26.4745969114091,10000,10000
200,"fourth root",0.5,4,4,"P_n",1,0,26.3274580662259,10000,10000
200,"fourth root",0.5,4,4,"Hoeffding",1,0,0.00479547593641905,10000,10000
200,"fourth root",0.5,4,4,"dCov",1,0,0.166897230415899,10000,10000
200,"fourth root",0.5,4,4,"HHG",1,0,57400.9628103049,10000,10000
200,"fourth root",0.5,4,4,"Genest",1,0,0.0582082316388882,10000,10000
200,"fourth root",0.5,4,4,"MIC",0.9963,0.000607149899118829,0.26078046716006,10000,10000
200,"fourth root",0.5,4,1,"B_n",1,0,9.43229003616256,10000,10000
200,"fourth root",0.5,4,1,"P_n",1,0,9.39686525694474,10000,10000
200,"fourth root",0.5,4,1,"Hoeffding",1,0,0.00467519470865151,10000,10000
200,"fourth root",0.5,4,1,"dCov",1,0,0.166794849586598,10000,10000
200,"fourth root",0.5,4,1,"HHG",1,0,57157.3346609037,10000,10000
200,"fourth root",0.5,4,1,"Genest",1,0,0.0583003440763777,10000,10000
200,"fourth root",0.5,4,1,"MIC",0.9952,0.000691155554126568,0.261419696800801,10000,10000
200,"fourth root",0.6,4,4,"B_n",0.9994,0.000244875478560032,26.3664284817306,10000,10000
200,"fourth root",0.6,4,4,"P_n",0.9993,0.000264482513599677,26.2201005659168,10000,10000
200,"fourth root",0.6,4,4,"Hoeffding",1,0,0.00453166760741162,10000,10000
200,"fourth root",0.6,4,4,"dCov",1,0,0.165509085046552,10000,10000
200,"fourth root",0.6,4,4,"HHG",1,0,57052.4533596226,10000,10000
200,"fourth root",0.6,4,4,"Genest",1,0,0.0572916678888983,10000,10000
200,"fourth root",0.6,4,4,"MIC",0.9643,0.00185541127516246,0.260804575164686,10000,10000
200,"fourth root",0.6,4,1,"B_n",1,0,9.46709985959926,10000,10000
200,"fourth root",0.6,4,1,"P_n",1,0,9.43071357828935,10000,10000
200,"fourth root",0.6,4,1,"Hoeffding",1,0,0.00456846635665859,10000,10000
200,"fourth root",0.6,4,1,"dCov",1,0,0.165697646652009,10000,10000
200,"fourth root",0.6,4,1,"HHG",1,0,57083.4041370937,10000,10000
200,"fourth root",0.6,4,1,"Genest",1,0,0.0573462868263902,10000,10000
200,"fourth root",0.6,4,1,"MIC",0.9614,0.00192639663620969,0.261340669547075,10000,10000
200,"fourth root",0.7,4,4,"B_n",0.993,0.000833726573883789,26.2494701452669,10000,10000
200,"fourth root",0.7,4,4,"P_n",0.9925,0.000862771696336867,26.0522322169852,10000,10000
200,"fourth root",0.7,4,4,"Hoeffding",0.9998,0.0001414072133945,0.00483562497054995,10000,10000
200,"fourth root",0.7,4,4,"dCov",0.9999,9.99949998749882e-05,0.166916139741965,10000,10000
200,"fourth root",0.7,4,4,"HHG",0.9983,0.000411959949509662,57228.0053857016,10000,10000
200,"fourth root",0.7,4,4,"Genest",0.9999,9.99949998749882e-05,0.0586290410138975,10000,10000
200,"fourth root",0.7,4,4,"MIC",0.8704,0.00335862829143089,0.261443003924211,10000,10000
200,"fourth root",0.7,4,1,"B_n",0.9998,0.0001414072133945,9.37707624342811,10000,10000
200,"fourth root",0.7,4,1,"P_n",0.9998,0.0001414072133945,9.34316421372102,10000,10000
200,"fourth root",0.7,4,1,"Hoeffding",1,0,0.00478236401266162,10000,10000
200,"fourth root",0.7,4,1,"dCov",1,0,0.167276124574061,10000,10000
200,"fourth root",0.7,4,1,"HHG",0.999,0.000316069612585582,57037.3106438021,10000,10000
200,"fourth root",0.7,4,1,"Genest",1,0,0.0590869384513827,10000,10000
200,"fourth root",0.7,4,1,"MIC",0.8679,0.00338599453632164,0.261693037479992,10000,10000
200,"fourth root",0.8,4,4,"B_n",0.9645,0.00185039860570635,26.2596927339548,10000,10000
200,"fourth root",0.8,4,4,"P_n",0.9629,0.00189006851727656,26.1394727752026,10000,10000
200,"fourth root",0.8,4,4,"Hoeffding",0.9984,0.000399679871897503,0.00474135951741984,10000,10000
200,"fourth root",0.8,4,4,"dCov",0.999,0.000316069612585582,0.166035622550265,10000,10000
200,"fourth root",0.8,4,4,"HHG",0.9879,0.00109332474590123,57230.7992538347,10000,10000
200,"fourth root",0.8,4,4,"Genest",0.9985,0.00038700775186034,0.0581573402638854,10000,10000
200,"fourth root",0.8,4,4,"MIC",0.7416,0.00437754999971445,0.261413109194868,10000,10000
200,"fourth root",0.8,4,1,"B_n",0.9948,0.000719232924719105,9.45387764677796,10000,10000
200,"fourth root",0.8,4,1,"P_n",0.9948,0.000719232924719105,9.41785728112051,10000,10000
200,"fourth root",0.8,4,1,"Hoeffding",0.998,0.000446766158073774,0.0047088181971673,10000,10000
200,"fourth root",0.8,4,1,"dCov",0.999,0.000316069612585582,0.165054838846629,10000,10000
200,"fourth root",0.8,4,1,"HHG",0.99,0.00099498743710662,57107.1746839709,10000,10000
200,"fourth root",0.8,4,1,"Genest",0.9986,0.000373903730925483,0.0579084525763796,10000,10000
200,"fourth root",0.8,4,1,"MIC",0.7455,0.00435579786032364,0.260993357446006,10000,10000
200,"fourth root",0.9,4,4,"B_n",0.9031,0.00295821550939075,26.4099058840309,10000,10000
200,"fourth root",0.9,4,4,"P_n",0.9003,0.00299599582776746,26.2295613813695,10000,10000
200,"fourth root",0.9,4,4,"Hoeffding",0.9905,0.000970038659023441,0.00486232928657615,10000,10000
200,"fourth root",0.9,4,4,"dCov",0.9928,0.000845467917782809,0.16759558575729,10000,10000
200,"fourth root",0.9,4,4,"HHG",0.9634,0.00187777634450964,57011.5806308218,10000,10000
200,"fourth root",0.9,4,4,"Genest",0.9907,0.000959870303738999,0.0591592095138933,10000,10000
200,"fourth root",0.9,4,4,"MIC",0.626,0.00483863617148469,0.260979067486904,10000,10000
200,"fourth root",0.9,4,1,"B_n",0.9816,0.00134392856953039,9.59058709348409,10000,10000
200,"fourth root",0.9,4,1,"P_n",0.9816,0.00134392856953039,9.55074144666133,10000,10000
200,"fourth root",0.9,4,1,"Hoeffding",0.9926,0.000857043756175842,0.00471770479415211,10000,10000
200,"fourth root",0.9,4,1,"dCov",0.9938,0.000784956049725078,0.167206785134914,10000,10000
200,"fourth root",0.9,4,1,"HHG",0.9678,0.00176530903810069,57187.3804231717,10000,10000
200,"fourth root",0.9,4,1,"Genest",0.9926,0.000857043756175842,0.0591623525763936,10000,10000
200,"fourth root",0.9,4,1,"MIC",0.6284,0.00483232283689739,0.260245652589977,10000,10000
200,"fourth root",1,4,4,"B_n",0.807,0.00394653012151181,26.5535001826399,10000,10000
200,"fourth root",1,4,4,"P_n",0.8006,0.00399549296082473,26.4267356836165,10000,10000
200,"fourth root",1,4,4,"Hoeffding",0.9752,0.00155515143957108,0.00479066756388827,10000,10000
200,"fourth root",1,4,4,"dCov",0.9834,0.00127767131923668,0.166379767312238,10000,10000
200,"fourth root",1,4,4,"HHG",0.9155,0.00278136207639351,57471.0379361706,10000,10000
200,"fourth root",1,4,4,"Genest",0.9758,0.00153669645668883,0.058753803576398,10000,10000
200,"fourth root",1,4,4,"MIC",0.4931,0.00499952387733072,0.262373486355643,10000,10000
200,"fourth root",1,4,1,"B_n",0.9515,0.00214820273717357,9.33531232453861,10000,10000
200,"fourth root",1,4,1,"P_n",0.9515,0.00214820273717357,9.30253449509486,10000,10000
200,"fourth root",1,4,1,"Hoeffding",0.974,0.00159135162676261,0.00465427478706801,10000,10000
200,"fourth root",1,4,1,"dCov",0.9797,0.00141024501417307,0.165959464323222,10000,10000
200,"fourth root",1,4,1,"HHG",0.9176,0.00274973162326799,56973.0293971284,10000,10000
200,"fourth root",1,4,1,"Genest",0.975,0.0015612494995996,0.0579516014513848,10000,10000
200,"fourth root",1,4,1,"MIC",0.5052,0.00499972959268799,0.261282075555814,10000,10000
200,"fourth root",1.1,4,4,"B_n",0.7136,0.00452078577240727,26.3924955791615,10000,10000
200,"fourth root",1.1,4,4,"P_n",0.71,0.00453762052181537,26.1970482301482,10000,10000
200,"fourth root",1.1,4,4,"Hoeffding",0.9512,0.00215449669296567,0.00462953215736348,10000,10000
200,"fourth root",1.1,4,4,"dCov",0.9609,0.00193832891945614,0.165395679856224,10000,10000
200,"fourth root",1.1,4,4,"HHG",0.8571,0.00349970841642557,57186.2532581835,10000,10000
200,"fourth root",1.1,4,4,"Genest",0.9542,0.00209051094232965,0.0573535882639031,10000,10000
200,"fourth root",1.1,4,4,"MIC",0.4125,0.0049228421668788,0.261037986089376,10000,10000
200,"fourth root",1.1,4,1,"B_n",0.9064,0.00291271419813204,9.42293701149274,10000,10000
200,"fourth root",1.1,4,1,"P_n",0.9064,0.00291271419813204,9.38776955167581,10000,10000
200,"fourth root",1.1,4,1,"Hoeffding",0.9433,0.00231268480342653,0.0048970553917606,10000,10000
200,"fourth root",1.1,4,1,"dCov",0.9577,0.00201272725424982,0.166640378340204,10000,10000
200,"fourth root",1.1,4,1,"HHG",0.859,0.00348021551056828,57206.0759790692,10000,10000
200,"fourth root",1.1,4,1,"Genest",0.9482,0.00221623013245466,0.0586170635763869,10000,10000
200,"fourth root",1.1,4,1,"MIC",0.4194,0.00493460879908428,0.261496409491595,10000,10000
200,"fourth root",1.2,4,4,"B_n",0.633,0.00481986514334167,26.2420397798134,10000,10000
200,"fourth root",1.2,4,4,"P_n",0.6292,0.00483019005837244,26.0820569307242,10000,10000
200,"fourth root",1.2,4,4,"Hoeffding",0.905,0.00293214938227915,0.00490102293453713,10000,10000
200,"fourth root",1.2,4,4,"dCov",0.925,0.00263391343821318,0.167285548680451,10000,10000
200,"fourth root",1.2,4,4,"HHG",0.7887,0.00408230706831321,57436.0030344931,10000,10000
200,"fourth root",1.2,4,4,"Genest",0.9137,0.00280806534824245,0.0582343185139051,10000,10000
200,"fourth root",1.2,4,4,"MIC",0.3475,0.00476176175380499,0.261357088819402,10000,10000
200,"fourth root",1.2,4,1,"B_n",0.8493,0.00357756215878914,9.35240728754715,10000,10000
200,"fourth root",1.2,4,1,"P_n",0.8493,0.00357756215878914,9.31916624924774,10000,10000
200,"fourth root",1.2,4,1,"Hoeffding",0.9044,0.0029404190177592,0.00491273399463279,10000,10000
200,"fourth root",1.2,4,1,"dCov",0.9209,0.00269894775792345,0.167881963058627,10000,10000
200,"fourth root",1.2,4,1,"HHG",0.7937,0.00404648378224848,56782.7393728946,10000,10000
200,"fourth root",1.2,4,1,"Genest",0.9076,0.00289589778825151,0.0592603877638896,10000,10000
200,"fourth root",1.2,4,1,"MIC",0.3566,0.00478995240059857,0.260520548038445,10000,10000
200,"fourth root",1.3,4,4,"B_n",0.5284,0.00499192788409448,26.510760544413,10000,10000
200,"fourth root",1.3,4,4,"P_n",0.5261,0.0049931832531963,26.324467629881,10000,10000
200,"fourth root",1.3,4,4,"Hoeffding",0.857,0.00350072849561345,0.00484966113462565,10000,10000
200,"fourth root",1.3,4,4,"dCov",0.8805,0.00324375939304998,0.166553098268797,10000,10000
200,"fourth root",1.3,4,4,"HHG",0.7107,0.00453437437801512,57424.6574938169,10000,10000
200,"fourth root",1.3,4,4,"Genest",0.8628,0.00344058367141391,0.0590431003889,10000,10000
200,"fourth root",1.3,4,4,"MIC",0.2767,0.00447366862876543,0.261907459875045,10000,10000
200,"fourth root",1.3,4,1,"B_n",0.7782,0.00415457290223676,9.36979295956223,10000,10000
200,"fourth root",1.3,4,1,"P_n",0.7782,0.00415457290223676,9.33607934138167,10000,10000
200,"fourth root",1.3,4,1,"Hoeffding",0.8609,0.0034605084886473,0.00468824349278104,10000,10000
200,"fourth root",1.3,4,1,"dCov",0.8791,0.00326011027420853,0.165908165142826,10000,10000
200,"fourth root",1.3,4,1,"HHG",0.7096,0.00453946957253818,57271.2863018021,10000,10000
200,"fourth root",1.3,4,1,"Genest",0.8666,0.0034000652934907,0.0576718342638854,10000,10000
200,"fourth root",1.3,4,1,"MIC",0.2924,0.00454865078897029,0.26039411113539,10000,10000
200,"fourth root",1.4,4,4,"B_n",0.4637,0.00498680569102106,26.3424695888119,10000,10000
200,"fourth root",1.4,4,4,"P_n",0.457,0.00498147568497529,26.2151782013753,10000,10000
200,"fourth root",1.4,4,4,"Hoeffding",0.8103,0.00392063655545882,0.00465340617351123,10000,10000
200,"fourth root",1.4,4,4,"dCov",0.8318,0.00374043794227361,0.16544877470864,10000,10000
200,"fourth root",1.4,4,4,"HHG",0.6541,0.00475660793002745,56718.8142280541,10000,10000
200,"fourth root",1.4,4,4,"Genest",0.8171,0.00386584518572588,0.0575375123888905,10000,10000
200,"fourth root",1.4,4,4,"MIC",0.2559,0.00436365890050998,0.260211150064802,10000,10000
200,"fourth root",1.4,4,1,"B_n",0.7074,0.00454956305594284,9.52943268487959,10000,10000
200,"fourth root",1.4,4,1,"P_n",0.7074,0.00454956305594284,9.49130967439119,10000,10000
200,"fourth root",1.4,4,1,"Hoeffding",0.8004,0.00399699687265327,0.00478601518685914,10000,10000
200,"fourth root",1.4,4,1,"dCov",0.8198,0.00384353951456207,0.167064729915114,10000,10000
200,"fourth root",1.4,4,1,"HHG",0.6368,0.00480921781581995,57370.5806028979,10000,10000
200,"fourth root",1.4,4,1,"Genest",0.8003,0.00399774824119779,0.0590660008889146,10000,10000
200,"fourth root",1.4,4,1,"MIC",0.2397,0.004269003513702,0.26183510117896,10000,10000
200,"fourth root",1.5,4,4,"B_n",0.4036,0.00490619037543388,26.2393507673337,10000,10000
200,"fourth root",1.5,4,4,"P_n",0.4002,0.0048993873086336,26.0893539091486,10000,10000
200,"fourth root",1.5,4,4,"Hoeffding",0.7589,0.00427750850379049,0.00463888723382348,10000,10000
200,"fourth root",1.5,4,4,"dCov",0.7791,0.00414853215005018,0.165413194149505,10000,10000
200,"fourth root",1.5,4,4,"HHG",0.5787,0.00493767465513879,57178.9906727677,10000,10000
200,"fourth root",1.5,4,4,"Genest",0.7591,0.00427629734700477,0.0577981670139003,10000,10000
200,"fourth root",1.5,4,4,"MIC",0.2025,0.00401862849738564,0.262151708023893,10000,10000
200,"fourth root",1.5,4,1,"B_n",0.6338,0.0048176504646975,9.55132415097536,10000,10000
200,"fourth root",1.5,4,1,"P_n",0.6338,0.0048176504646975,9.51258660998024,10000,10000
200,"fourth root",1.5,4,1,"Hoeffding",0.7508,0.00432549835279127,0.00489471530148537,10000,10000
200,"fourth root",1.5,4,1,"dCov",0.7775,0.00415925173558899,0.167096684406043,10000,10000
200,"fourth root",1.5,4,1,"HHG",0.5872,0.00492337445254776,56960.3223129516,10000,10000
200,"fourth root",1.5,4,1,"Genest",0.7558,0.00429611871344357,0.0591868134514301,10000,10000
200,"fourth root",1.5,4,1,"MIC",0.2317,0.00421918368881944,0.259939214102019,10000,10000
200,"fourth root",1.6,4,4,"B_n",0.3368,0.00472615869390777,26.5567104617432,10000,10000
200,"fourth root",1.6,4,4,"P_n",0.3338,0.00471569252602415,26.3853461833229,10000,10000
200,"fourth root",1.6,4,4,"Hoeffding",0.6992,0.00458605887445855,0.00470476253103129,10000,10000
200,"fourth root",1.6,4,4,"dCov",0.7195,0.0044924353083823,0.166196341902859,10000,10000
200,"fourth root",1.6,4,4,"HHG",0.5199,0.00499603833051749,57152.2846335031,10000,10000
200,"fourth root",1.6,4,4,"Genest",0.6993,0.00458562438496657,0.0583905852013908,10000,10000
200,"fourth root",1.6,4,4,"MIC",0.1887,0.00391270124083094,0.261607871771824,10000,10000
200,"fourth root",1.6,4,1,"B_n",0.5747,0.00494388420171832,9.48444943798446,10000,10000
200,"fourth root",1.6,4,1,"P_n",0.5747,0.00494388420171832,9.44758169345292,10000,10000
200,"fourth root",1.6,4,1,"Hoeffding",0.7015,0.00457599989073426,0.00464024284281753,10000,10000
200,"fourth root",1.6,4,1,"dCov",0.7218,0.00448112441246614,0.165555700902399,10000,10000
200,"fourth root",1.6,4,1,"HHG",0.5281,0.00499209765529482,56962.0444147888,10000,10000
200,"fourth root",1.6,4,1,"Genest",0.7101,0.0045371575903863,0.0571376059514277,10000,10000
200,"fourth root",1.6,4,1,"MIC",0.1937,0.00395196546037538,0.260884316906719,10000,10000
200,"fourth root",1.7,4,4,"B_n",0.316,0.00464912895067452,26.2824579503874,10000,10000
200,"fourth root",1.7,4,4,"P_n",0.3161,0.00464952459935422,26.0869761379282,10000,10000
200,"fourth root",1.7,4,4,"Hoeffding",0.6431,0.00479084950713336,0.00478635484335211,10000,10000
200,"fourth root",1.7,4,4,"dCov",0.6656,0.00471780287845942,0.166593075557137,10000,10000
200,"fourth root",1.7,4,4,"HHG",0.4754,0.00499394473337461,56984.5690124404,10000,10000
200,"fourth root",1.7,4,4,"Genest",0.6535,0.00475854757252673,0.0580473552638884,10000,10000
200,"fourth root",1.7,4,4,"MIC",0.1603,0.00366884055254518,0.261918000962759,10000,10000
200,"fourth root",1.7,4,1,"B_n",0.5157,0.00499753449212709,9.57837983206417,10000,10000
200,"fourth root",1.7,4,1,"P_n",0.5157,0.00499753449212709,9.53887953436208,10000,10000
200,"fourth root",1.7,4,1,"Hoeffding",0.6477,0.00477686832558738,0.00469206385436375,10000,10000
200,"fourth root",1.7,4,1,"dCov",0.6757,0.00468112710786622,0.165375209307677,10000,10000
200,"fourth root",1.7,4,1,"HHG",0.4674,0.00498936108134098,57252.1800557325,10000,10000
200,"fourth root",1.7,4,1,"Genest",0.6487,0.00477376486643404,0.0586230169514058,10000,10000
200,"fourth root",1.7,4,1,"MIC",0.1766,0.00381329830986247,0.261189471057948,10000,10000
200,"fourth root",1.8,4,4,"B_n",0.2648,0.00441226653773319,26.6847971031306,10000,10000
200,"fourth root",1.8,4,4,"P_n",0.2601,0.00438688944469769,26.5677559193683,10000,10000
200,"fourth root",1.8,4,4,"Hoeffding",0.5879,0.00492212951881602,0.00475480198758027,10000,10000
200,"fourth root",1.8,4,4,"dCov",0.6109,0.00487546090128923,0.166545993229783,10000,10000
200,"fourth root",1.8,4,4,"HHG",0.4088,0.00491612204893247,57559.2534338305,10000,10000
200,"fourth root",1.8,4,4,"Genest",0.5917,0.00491519185790341,0.0584462892638843,10000,10000
200,"fourth root",1.8,4,4,"MIC",0.1457,0.00352805201208826,0.261840464620124,10000,10000
200,"fourth root",1.8,4,1,"B_n",0.4757,0.00499409160909169,9.30435061487432,10000,10000
200,"fourth root",1.8,4,1,"P_n",0.4757,0.00499409160909169,9.27240800933055,10000,10000
200,"fourth root",1.8,4,1,"Hoeffding",0.593,0.00491274872143895,0.00472383170431515,10000,10000
200,"fourth root",1.8,4,1,"dCov",0.6147,0.00486666117579599,0.166039616699509,10000,10000
200,"fourth root",1.8,4,1,"HHG",0.4286,0.00494875782393926,56774.3215983398,10000,10000
200,"fourth root",1.8,4,1,"Genest",0.5945,0.00490988543654534,0.0582448501388665,10000,10000
200,"fourth root",1.8,4,1,"MIC",0.156,0.00362855343077651,0.261182645589457,10000,10000
200,"fourth root",1.9,4,4,"B_n",0.2522,0.00434275442547699,26.1512459806571,10000,10000
200,"fourth root",1.9,4,4,"P_n",0.2515,0.00433875270094989,25.9957674604334,10000,10000
200,"fourth root",1.9,4,4,"Hoeffding",0.5517,0.00497319927209839,0.0046378831520457,10000,10000
200,"fourth root",1.9,4,4,"dCov",0.5754,0.00494282146147319,0.165541251672996,10000,10000
200,"fourth root",1.9,4,4,"HHG",0.3914,0.00488063561434369,56748.6484340217,10000,10000
200,"fourth root",1.9,4,4,"Genest",0.5573,0.00496705858632652,0.0574129902013868,10000,10000
200,"fourth root",1.9,4,4,"MIC",0.1483,0.00355397115914015,0.260404833372661,10000,10000
200,"fourth root",1.9,4,1,"B_n",0.4292,0.00494961978337731,9.36960577243475,10000,10000
200,"fourth root",1.9,4,1,"P_n",0.4292,0.00494961978337731,9.3358972558532,10000,10000
200,"fourth root",1.9,4,1,"Hoeffding",0.551,0.00497392199375905,0.00466476598245394,10000,10000
200,"fourth root",1.9,4,1,"dCov",0.5749,0.00494358159637322,0.164972294155214,10000,10000
200,"fourth root",1.9,4,1,"HHG",0.3814,0.00485730419059791,57124.6979236295,10000,10000
200,"fourth root",1.9,4,1,"Genest",0.5494,0.00497553655398089,0.0579404810138985,10000,10000
200,"fourth root",1.9,4,1,"MIC",0.1474,0.0035450421718225,0.26068224385369,10000,10000
200,"fourth root",2,4,4,"B_n",0.2299,0.00420768332933932,26.3017710121704,10000,10000
200,"fourth root",2,4,4,"P_n",0.2296,0.0042057560556932,26.1806799466286,10000,10000
200,"fourth root",2,4,4,"Hoeffding",0.5142,0.00499798319324905,0.00466880299459621,10000,10000
200,"fourth root",2,4,4,"dCov",0.5296,0.00499123070995521,0.165721267936156,10000,10000
200,"fourth root",2,4,4,"HHG",0.3501,0.0047700103773472,57142.8029041102,10000,10000
200,"fourth root",2,4,4,"Genest",0.5181,0.00499672282601307,0.057570706138865,10000,10000
